SCORE	PATH	SYMBOL	START	END	IDENTITY	ACL	FILTER	RETRIEVAL	BACKEND	RERANK	CONTEXT	CALLS
137	backend/onyx/auth/users.py	get_oauth_router	2740	3052	1	29	0	6	0	0	1	APIRouter,Depends,OAuth2AuthorizeCallback,OAuth2AuthorizeResponse,OnyxError,Query,RedirectResponse,WEB_DOMAIN.startswith,add_url_params,apply_mobile_state,build_error_response,cast,decode_and_validate_oauth_state,decode_and_validate_state,delete_pkce_cookie,generate_csrf_token,generate_pkce_pair,generate_state_token,get_pkce_cookie_name,log_function_time,log_onyx_error,log_token_exchange_failure,login,oauth_client.get_access_token,oauth_client.get_authorization_url,onyx_error_to_json_response,partial,request.app.url_path_for,request.cookies.get,request.query_params.get,response.delete_cookie,router.get,sanitize_next_url,set_oauth_cookie,target_response.set_cookie
137	backend/onyx/document_index/opensearch/search.py	DocumentQuery.get_from_document_id_query	178	256	7	4	2	30	3	0	0	DocumentQuery._get_search_filters
135	backend/onyx/context/search/federated/slack_search_utils.py	build_slack_queries	678	757	1	0	4	39	0	0	0	DirectThreadFetch,SlackEntities,build_channel_override_query,cutoff_date.strftime,datetime.now,expand_query_with_llm,extract_channel_references_from_query,extract_content_words_from_recency_query,extract_date_range_from_query,extract_slack_message_urls,is_recency_query,join,logger.info,logger.warning,rephrased_query.strip,set,timedelta,url_fetches.append,validate_channel_references
132	backend/onyx/background/celery/tasks/shared/tasks.py	document_by_cc_pair_cleanup_task	111	356	6	15	0	11	9	0	0	ConnectorCredentialPairIdentifier,HttpxPool.get,MetadataUpdateRequest,RetryDocumentIndex,_clear_port_orphan_candidate_for_live_doc,db_session.commit,delete_document_by_connector_credential_pair__no_commit,delete_document_references_from_kg,delete_documents_complete,ex.last_attempt.exception,fetch_chunk_count_for_document,fetch_document_sets_for_document,get_access_for_document,get_active_search_settings,get_all_document_indices,get_document,get_document_connector_count,get_session_with_current_tenant,isinstance,mark_document_as_modified,mark_document_as_synced,record_port_orphan_candidates_for_document,retry_document_index.delete,retry_document_index.update,self.retry,set,shared_task,task_logger.debug,task_logger.exception,task_logger.info,task_logger.warning,time.monotonic
132	backend/onyx/document_index/vespa/chunk_retrieval.py	get_chunks_via_visit_api	167	289	22	6	10	4	4	0	0	DOCUMENT_ID_ENDPOINT.format,ValueError,any,document_chunks.append,field_set_list.append,get,get_vespa_http_client,http_client.get,httpx.HTTPError,join,logger.error,params.items,response.json,response.raise_for_status,str
131	backend/onyx/server/documents/connector.py	get_currently_failed_indexing_status	816	900	4	28	2	1	0	0	0	Depends,FailedConnectorIndexingStatus,Query,any,cc_pair_to_latest_index_attempt.get,check_deletion_attempt_is_allowed,get_connector_credential_pairs_for_user,get_latest_index_attempts_by_status,indexing_statuses.append,require_permission,router.get
129	backend/onyx/connectors/salesforce/connector.py	SalesforceConnector._make_context	1013	1261	2	1	1	34	0	0	15	RuntimeError,SalesforceConnector._download_object_csvs,SalesforceConnectorContext,_extract_fields_and_associations_from_config,add,all_types.add,all_types.update,associations_config.get,child_types.union,child_types.update,child_types_all.copy,child_types_all.items,child_types_working.items,child_types_working.keys,field_set.add,len,logger.debug,logger.info,logger.warning,set,sf_client.describe,sf_client.get_children_of_sf_type,sf_client.get_parent_reference_fields,sf_client.get_queryable_fields_by_type
124	backend/onyx/server/features/document_set/api.py	list_document_sets_for_user	285	333	8	22	2	4	0	0	0	Depends,DocumentSetSummary.from_model,Query,by_id.update,by_id.values,document_set_permissions,fetch_all_document_sets_for_user,has_permission,list,require_permission,router.get,summaries.append,user_owns_groupless_document_set
123	backend/onyx/background/celery/tasks/docfetching/tasks.py	docfetching_proxy_task	332	838	18	15	0	6	2	0	3	ConnectorIndexingLogBuilder,DocProcessingContext,RuntimeError,SimpleJobClient,SimpleJobResult,attempt.status.is_terminal,client.submit,emit_process_memory,get_index_attempt,get_session_with_current_tenant,global_version.is_ee_version,index_attempt.is_finished,is_worker_shutting_down,isinstance,job.done,job.process.is_alive,job.release,job.terminate_and_wait,log_builder.build,logger.exception,mark_attempt_canceled,mark_attempt_failed,mark_attempt_interrupted,memory_info,multiprocessing.get_start_method,on_index_attempt_status_change,process_job_result,psutil.Process,replace,result.exception_str.replace,shared_task,sleep,str,task_logger.error,task_logger.exception,task_logger.info,task_logger.warning,time.monotonic,traceback.format_exc
123	backend/onyx/chat/process_message.py	_run_models	1177	1668	15	0	1	18	0	0	35	ChatStateContainer,CustomToolConfig,Emitter,FileReaderToolConfig,LLMErrorInfo,OverallStop,Packet,Placement,RuntimeError,SearchToolConfig,StreamingError,ThreadPoolExecutor,ValueError,_model_error_details,_persist_model_outcome,_publish,_read_stream,_run_post_steps,_save_errored_message,_should_enable_slack_search,cast,collect_credential_values,construct_tools,contextvars.copy_context,drain_done.set,encode,executor.shutdown,executor.submit,get_answer_tokens,get_json_line,get_llm_token_counter,get_session_with_current_tenant,get_tokenizer,heartbeat_packet,isinstance,item.model_dump,join,len,list,litellm_exception_to_safe_error
122	backend/onyx/document_index/vespa/indexing_utils.py	_index_vespa_chunk	141	327	5	7	0	5	22	0	3	DOCUMENT_ID_ENDPOINT.format,RuntimeError,_vespa_get_updated_at_attribute,chunk.access.to_acl,document.get_metadata_str_attributes,document.get_title_for_document_index,enumerate,format,generate_enriched_content_for_chunk_text,get_experts_stores_representations,get_uuid_from_chunk,http_client.post,isinstance,json.dumps,logger.debug,logger.error,logger.exception,logger.warning,metadata_json.items,min,random.uniform,range,remove_invalid_unicode_chars,res.raise_for_status,str,time.sleep
119	backend/onyx/context/search/federated/slack_search.py	query_slack	535	694	4	0	3	33	0	0	0	SlackMessage,SlackQueryResult,WebClient,_should_skip_channel,build_channel_query_filter,datetime.fromtimestamp,datetime.now,doc_time.isoformat,filtered_channels.append,float,get,is_recency_query,isinstance,len,logger.error,logger.info,match.get,max,messages.get,permalink.split,query_string.replace,query_string.startswith,re.escape,re.findall,replace,response.get,response.validate,rstrip,set,slack_client.search_messages,slack_error.response.get,slack_messages.append,str,strip,text.replace,total_seconds
118	backend/onyx/document_index/opensearch/opensearch_document_index.py	OpenSearchDocumentIndex.keyword_retrieval	848	891	2	0	3	32	2	0	0	DocumentQuery.get_keyword_search_query,cleanup_content_for_chunks,convert_retrieved_opensearch_chunk_to_inference_chunk_uncleaned,logger.debug,self._client.search
118	backend/onyx/document_index/opensearch/opensearch_document_index.py	OpenSearchDocumentIndex.semantic_retrieval	893	935	2	0	3	32	2	0	0	DocumentQuery.get_semantic_search_query,cleanup_content_for_chunks,convert_retrieved_opensearch_chunk_to_inference_chunk_uncleaned,logger.debug,self._client.search
117	backend/onyx/db/targeted_reindex.py	create_targeted_reindex_job	132	251	0	21	0	11	0	0	0	ConnectorCredentialPair.id.in_,CreateTargetedReindexJobResult,IndexAttempt,TargetedReindexJob,TargetedReindexJobTarget,ValueError,all,attempt_ids.append,by_key.get,by_key.values,db_session.add,db_session.commit,db_session.execute,db_session.flush,db_session.refresh,get_active_search_settings_list,len,list,pairs.append,select,sorted,str,uuid4,where
117	backend/onyx/document_index/vespa/chunk_retrieval.py	query_vespa	504	597	0	0	0	23	16	0	0	ValueError,_vespa_hit_to_inference_chunk,cast,dict,get,get_vespa_http_client,http_client.post,httpx.HTTPError,isinstance,len,logger.debug,logger.error,logger.info,logger.warning,params.get,query_params.get,response.json,response.raise_for_status,response_json.get,retry_builder,set,str,strip
115	backend/onyx/document_index/opensearch/client.py	OpenSearchIndexClient.search_for_document_ids	1663	1758	0	0	0	38	0	0	1	RuntimeError,document_chunk_ids.append,hit.get,len,log_function_time,logger.debug,logger.warning,observe_opensearch_search,record_opensearch_search_error,self._client.search,self._get_emit_metrics_context_manager,self._get_hits_and_profile_from_search_result,self._log_search_result_perf,time.perf_counter
114	backend/onyx/chat/process_message.py	_stream_chat_turn	1671	1913	14	10	0	9	0	0	19	CURRENT_CONTENT_FREE_SESSION_ID_CONTEXTVAR.set,CURRENT_INCOGNITO_RECORD_MODE_CONTEXTVAR.set,OnyxError,StreamBufferWriter,StreamingError,ValueError,_run_models,build_chat_turn,collect_credential_values,filter_document_set_names_by_user_access,get_json_line,get_session_with_current_tenant,incognito_session_ended,litellm_exception_to_safe_error,log_onyx_error,logger.exception,logger.warning,next,pre_run_packet.model_dump,pre_run_packets.append,record_mode_persists_content,reset_llm_mock_response,scrub_sensitive_values,set_llm_mock_response,set_processing_status,setup_db_session.expunge_all,setup_db_session.rollback,sorted,str,stream_buffer.append_line,traceback.format_exc
113	backend/onyx/db/persona.py	_transfer_persona_ownership	838	951	14	9	7	7	0	0	0	PermissionError,Persona.deleted.is_,Persona__User,Persona__UserGroup,ValueError,_validate_transfer_target_user,db_session.add,db_session.commit,db_session.query,delete,filter,mark_persona_user_files_for_sync,one_or_none,persona.name.startswith,user_can_transfer_persona
112	backend/onyx/tools/tool_implementations/search/search_utils.py	expand_section_with_context	356	499	1	0	1	21	6	0	25	_retrieve_adjacent_chunks,classify_section_relevance,inference_section_from_chunks,join,logger.debug,logger.warning
110	backend/onyx/background/celery/tasks/monitoring/tasks.py	cloud_check_alembic	777	913	50	0	1	2	0	0	0	ValueError,get_all_tenant_ids,get_redis_client,get_session_with_shared_schema,islice,len,lock_beat.acquire,lock_beat.owned,lock_beat.reacquire,lock_beat.release,min,out_of_date_tenants.items,redis_client.lock,redis_lock_dump,result.scalar_one_or_none,revision_counts.get,revision_counts.items,session.execute,shared_task,sorted,task_logger.error,task_logger.exception,task_logger.info,task_logger.warning,tenant_to_revision.items,tenant_to_revision.values,text,time.monotonic,validate_tenant_id
110	backend/onyx/secondary_llm_flows/query_expansion.py	semantic_query_rephrase	71	150	12	0	0	25	0	0	11	RuntimeError,SEMANTIC_QUERY_REPHRASE_SYSTEM_PROMPT.format,SEMANTIC_QUERY_REPHRASE_USER_PROMPT.format,SystemMessage,UserMessage,ValueError,_build_additional_context,_build_message_history,get_current_llm_day_time,len,llm.invoke,llm_generation_span,messages.append,messages.extend,range,record_llm_response
109	backend/onyx/db/document_set.py	fetch_document_sets_for_documents	803	868	0	18	1	11	0	0	0	Document.id.in_,aliased,all,and_,db_session.execute,func.array_agg,func.array_remove,func.coalesce,group_by,label,outerjoin,select,subquery,where
105	backend/onyx/tools/tool_implementations/search/search_tool.py	SearchTool._run_search_for_query	476	523	2	2	3	25	2	0	0	ChunkSearchRequest,search_pipeline
104	backend/onyx/secondary_llm_flows/query_expansion.py	keyword_query_expansion	153	230	12	0	0	23	0	0	11	KEYWORD_REPHRASE_SYSTEM_PROMPT.format,KEYWORD_REPHRASE_USER_PROMPT.format,SystemMessage,UserMessage,ValueError,_build_additional_context,_build_message_history,content.strip,get_current_llm_day_time,len,line.strip,llm.invoke,llm_generation_span,messages.append,messages.extend,range,record_llm_response,split
103	backend/onyx/background/celery/tasks/port/tasks.py	_schedule_scope_attempts	623	780	7	17	0	7	0	0	0	_enqueue_run_port_attempt,_failed_port_ready_for_retry,count_active_port_attempts,count_consecutive_failed_port_attempts_no_progress,create_port_attempt,datetime.now,db_session.commit,get_active_port_attempt,get_latest_port_attempt,get_max_document_id_for_cc_pair,get_max_user_file_id_for_user,lock_beat.reacquire,mark_port_failed,pause_port_attempt,task_logger.exception,task_logger.info,task_logger.warning,timedelta
102	backend/onyx/db/permissions.py	recompute_user_permissions__no_commit	52	150	18	15	0	2	0	0	0	PermissionGrant.is_deleted.is_,UUID,User.id.in_,User__UserGroup.is_manager.is_,User__UserGroup.user_id.in_,account_derived_permissions,add,all,db_session.execute,db_session.scalars,defaultdict,distinct,isinstance,join,list,lower,perms_by_user.items,role_derived_by_user.get,select,set,sorted,str,update,values,where
101	backend/onyx/background/celery/tasks/monitoring/tasks.py	_collect_connector_metrics	354	453	1	17	1	9	0	0	0	IndexAttempt.targeted_reindex_job_id.is_,IndexAttempt.time_created.desc,Metric,_CONNECTOR_END_TIME_KEY_FMT.format,_CONNECTOR_START_TIME_KEY_FMT.format,_build_connector_final_metrics,_build_connector_start_latency_metric,all,build_job_id,db_session.query,db_session.scalars,filter,get_active_search_settings_list,get_db_current_time,len,limit,metrics.append,metrics.extend,most_recent_attempt.status.is_terminal,most_recent_attempt.time_started.timestamp,most_recent_attempt.time_updated.timestamp,order_by,select,str,timedelta
101	backend/onyx/db/port_attempt.py	port_backfill_has_pending_work	403	436	3	20	0	5	0	0	0	_latest_port_status_by_cc_pair,_user_file_port_has_pending_work,bool,db_session.get,fetch_indexable_standard_connector_credential_pair_ids,items,set
97	backend/onyx/document_index/opensearch/opensearch_document_index.py	OpenSearchDocumentIndex.id_based_retrieval	739	790	2	0	3	25	2	0	0	DocumentQuery.get_from_document_id_query,cleanup_content_for_chunks,convert_retrieved_opensearch_chunk_to_inference_chunk_uncleaned,len,logger.debug,results.extend,self._client.search
96	backend/onyx/background/celery/tasks/user_file_processing/tasks.py	delete_user_file_impl	859	987	9	0	0	9	17	0	0	HttpxPool.get,RetryDocumentIndex,_as_uuid,_user_file_delete_lock_key,_user_file_delete_queued_key,db_session.commit,db_session.delete,db_session.get,file_lock.acquire,file_lock.owned,file_lock.release,file_store.delete_file,get_active_search_settings,get_all_document_indices,get_default_file_store,get_redis_client,get_session_with_current_tenant,httpx_init_vespa_pool,record_port_orphan_candidates_for_user_file,redis_client.delete,redis_client.lock,retry_document_index.delete,str,task_logger.exception,task_logger.info,task_logger.warning,user_file_id_to_plaintext_file_name
96	backend/onyx/connectors/google_drive/connector.py	GoogleDriveConnector._convert_retrieved_files_to_documents	1737	1809	2	7	0	20	0	0	4	ConnectorFailure,EntityFailure,PermissionSyncContext,files_batch.append,has_link_only_permission,len,logger.error,retrieved_file.drive_file.get,self._convert_files_sub_batch
95	backend/onyx/auth/users.py	UserManager.on_after_register	1292	1406	43	0	0	2	0	0	3	AuditActor,CURRENT_TENANT_ID_CONTEXTVAR.reset,CURRENT_TENANT_ID_CONTEXTVAR.set,assign_user_to_default_groups__no_commit,capture_and_sync_with_alternate_posthog,datetime.now,db_session.commit,emit_audit_event,fetch_ee_implementation_or_noop,get_default_admin_user_emails,get_marketing_posthog_cookie_name,get_session_with_current_tenant,get_user_count,isoformat,logger.debug,mt_cloud_identify_user,mt_cloud_telemetry,optional_telemetry,parse_posthog_cookie,parsed_cookie.items,properties.setdefault,request.cookies.get,resolve_tenant_for_user,str
